City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
536,Dubbo,AU,-32.25,148.62,80.6,51,75,6.93,broken clouds
537,Arlit,NE,18.74,7.39,68.56,23,1,6.42,clear sky
538,Princeton,US,25.54,-80.41,69.01,64,90,10.29,overcast clouds
539,Loandjili,CG,-4.76,11.86,77.0,100,90,4.7,thunderstorm
540,Vanavara,RU,60.34,102.28,-31.32,83,1,4.27,clear sky
541,Tautira,PF,-17.73,-149.15,78.8,69,20,2.24,light rain
542,Honiara,SB,-9.43,159.95,78.8,88,75,6.93,moderate rain
543,Nowy Targ,PL,49.48,20.03,39.99,83,40,12.75,scattered clouds
544,Leshukonskoye,RU,64.9,45.76,-1.97,91,0,5.14,clear sky
545,Menongue,AO,-14.66,17.69,64.99,94,100,4.68,moderate rain
546,Haines Junction,CA,60.75,-137.51,19.38,93,100,1.74,overcast clouds
547,Maroua,CM,10.59,14.32,78.4,18,1,7.2,clear sky
548,Lima,PE,-12.04,-77.03,69.8,88,75,13.87,broken clouds
549,Poum,NC,-20.23,164.02,81.63,75,1,11.7,clear sky
550,Bendigo,AU,-36.77,144.28,73.99,36,0,5.01,clear sky
551,Guilin,CN,25.28,110.29,51.8,93,90,11.18,mist
552,Taoudenni,ML,22.68,-3.98,70.11,23,53,5.95,broken clouds
553,Paris,FR,48.85,2.35,37.99,100,40,9.17,scattered clouds
554,Santa Fe,AR,-31.63,-60.7,77.0,73,3,4.0,clear sky
555,Sinnamary,GF,5.38,-52.95,77.31,87,97,6.69,overcast clouds
556,Doctor Arroyo,MX,23.67,-100.18,44.6,82,0,7.92,clear sky
557,Scarborough,GB,54.28,-0.4,39.0,92,61,1.99,broken clouds
558,Pandan,PH,14.05,124.17,82.31,81,9,4.92,clear sky
559,Bratsk,RU,56.13,101.61,-25.01,74,0,4.47,clear sky
560,Nabire,ID,-3.37,135.48,82.24,76,100,0.69,overcast clouds
561,Lake City,US,30.19,-82.64,42.8,100,1,4.14,clear sky
562,Balabac,PH,7.99,117.06,83.44,76,51,9.75,broken clouds
563,Malkara,TR,40.89,26.9,60.01,35,48,23.73,scattered clouds
564,Stephenville Crossing,CA,48.5,-58.43,33.01,82,75,9.17,broken clouds
565,San Cristobal,VE,7.77,-72.22,62.17,91,100,2.77,overcast clouds
566,Caconda,AO,-13.73,15.07,63.48,89,100,4.32,light rain
567,Quelimane,MZ,-17.88,36.89,80.6,88,75,10.29,broken clouds
568,College,US,64.86,-147.8,28.4,78,75,5.82,broken clouds
569,Lieksa,FI,63.32,30.02,24.28,94,100,15.05,overcast clouds
570,High Rock,BS,26.62,-78.28,64.4,88,51,5.82,broken clouds
571,Gorontalo,ID,0.54,123.06,83.28,75,100,1.86,overcast clouds
572,Port Perry,CA,44.11,-78.94,27.0,79,75,12.75,snow
573,Sao Felix Do Xingu,BR,-6.64,-51.99,70.75,96,92,1.39,light rain
574,Noyabrsk,RU,63.2,75.45,-6.57,90,100,12.37,overcast clouds
575,Wanning,CN,18.8,110.4,76.71,80,16,11.34,few clouds
576,Catamarca,AR,-28.47,-65.79,68.0,93,4,6.15,light rain
577,Kandi,BJ,11.13,2.94,72.21,21,14,7.2,few clouds
578,Catuday,PH,16.29,119.81,81.7,78,1,9.82,clear sky
579,Matara,LK,5.95,80.54,84.9,69,10,11.88,clear sky
580,Sunndalsora,NO,62.68,8.55,39.2,64,0,8.05,clear sky
581,Deoranian,IN,28.63,79.48,72.46,33,0,8.57,clear sky
582,Marzuq,YE,14.4,46.47,67.68,25,4,4.09,clear sky
583,Coihueco,CL,-36.62,-71.83,53.6,100,0,0.89,clear sky
584,Yenagoa,NG,4.92,6.26,81.84,79,100,4.32,overcast clouds
585,West Lafayette,US,40.43,-86.91,24.01,79,1,4.16,clear sky
586,Coihaique,CL,-45.58,-72.07,57.2,93,90,5.82,light rain
587,Piet Retief,ZA,-27.01,30.81,87.94,37,0,4.29,clear sky
588,Quballat,TN,36.54,9.66,48.2,66,20,5.82,few clouds
589,Baker City,US,44.77,-117.83,23.0,78,1,3.36,clear sky
590,Bichena,ET,10.45,38.2,66.04,28,0,6.38,clear sky
591,Sharkan,RU,57.3,53.87,-4.09,90,7,3.42,clear sky
592,Castro Verde,PT,37.7,-8.09,50.0,93,20,8.05,few clouds
593,Agadez,NE,19.75,10.25,63.34,27,0,4.94,clear sky
594,Sumbe,AO,-11.21,13.84,78.8,70,75,3.36,broken clouds
595,Sooke,CA,48.37,-123.73,41.0,80,3,6.93,clear sky
596,Verkhnevilyuysk,RU,63.45,120.32,-2.06,90,100,10.98,overcast clouds
597,Upington,ZA,-28.45,21.26,84.2,48,20,18.34,few clouds
598,Berea,US,41.37,-81.85,28.99,68,20,8.05,few clouds
599,Jalu,LY,29.03,21.55,59.32,46,0,9.93,clear sky
600,Benalla,AU,-36.55,145.98,84.2,21,0,6.93,clear sky
601,Nuuk,GL,64.18,-51.72,24.69,95,100,20.38,light snow
602,Tezu,IN,27.92,96.17,76.15,19,0,2.86,clear sky
603,Villa Union,MX,23.2,-106.23,64.0,93,5,3.36,clear sky
604,Dawlatabad,AF,36.41,64.91,29.3,89,3,2.91,clear sky
605,Ternate,ID,0.8,127.4,83.98,72,100,6.24,overcast clouds
606,Pindiga,NG,9.98,10.93,75.15,20,0,7.52,clear sky
607,Metro,ID,-5.11,105.31,87.21,60,96,1.83,heavy intensity rain
608,Manicore,BR,-5.81,-61.3,77.0,94,20,1.66,few clouds
609,Ust-Maya,RU,60.42,134.53,-45.58,77,60,2.37,broken clouds
610,Santa Vitoria,BR,-18.84,-50.12,71.71,81,100,5.84,light rain
611,Kodinsk,RU,58.69,99.18,-27.49,82,1,1.88,clear sky
612,Noumea,NC,-22.28,166.46,84.2,58,40,10.29,scattered clouds
613,Zhanaozen,KZ,43.3,52.8,30.72,91,0,10.36,clear sky
614,Nambiyur,IN,11.37,77.33,82.4,48,20,5.82,haze
615,Takoradi,GH,4.88,-1.76,80.11,80,100,2.68,overcast clouds
616,Gigmoto,PH,13.78,124.39,82.71,78,24,3.74,few clouds
617,Erzin,TR,36.96,36.2,55.0,42,0,8.99,clear sky
618,Abnub,EG,27.27,31.15,51.8,81,0,6.93,clear sky
619,Camacha,PT,33.08,-16.33,57.2,93,40,6.93,light rain
620,Liling,CN,27.67,113.5,39.2,93,75,22.37,mist
621,Iqaluit,CA,63.75,-68.51,5.0,71,90,23.04,light snow
622,Jonesboro,US,35.84,-90.7,33.8,80,1,13.87,haze
623,Kirakira,SB,-10.45,161.92,80.8,80,100,7.31,moderate rain
624,Cabinda,AO,-5.55,12.2,77.0,94,75,2.24,broken clouds
625,Lucelia,BR,-21.72,-51.02,73.4,88,0,8.05,clear sky
626,Mitsamiouli,KM,-11.38,43.28,83.66,73,98,10.85,overcast clouds
627,Cape Canaveral,US,28.41,-80.6,60.01,93,1,5.82,clear sky
628,Umm Lajj,SA,25.02,37.27,78.19,49,51,4.0,broken clouds
629,Foam Lake,CA,51.65,-103.53,17.6,85,100,12.75,overcast clouds
630,Gravdal,NO,68.12,13.5,39.2,69,0,6.93,clear sky
631,Lagoa,PT,39.05,-27.98,55.99,75,100,18.68,overcast clouds
632,Visby,SE,57.64,18.3,43.0,93,75,13.87,broken clouds
633,Seymchan,RU,62.88,152.43,-28.3,82,100,4.74,overcast clouds
634,Tabas,IR,33.6,56.92,46.4,33,0,2.24,clear sky
635,Henties Bay,NA,-22.12,14.28,64.99,86,99,4.52,overcast clouds
636,Ehingen,DE,48.28,9.73,37.99,69,100,20.8,overcast clouds
637,Ocampo,MX,21.65,-101.5,43.14,61,0,4.38,clear sky
638,Cao Bang,VN,22.67,106.25,76.42,59,87,4.43,overcast clouds
639,Nanyang,CN,32.99,112.53,42.01,41,100,12.08,overcast clouds
640,Mecca,SA,21.43,39.83,79.68,60,0,4.03,clear sky
641,De-Kastri,RU,51.47,140.78,-12.68,84,44,6.87,scattered clouds
642,Ampanihy,MG,-24.7,44.75,97.12,31,54,6.42,broken clouds
643,Mildura,AU,-34.2,142.15,82.4,20,0,11.41,clear sky
644,Bordei Verde,RO,45.08,27.57,33.8,100,40,9.17,scattered clouds
645,Springdale,US,36.19,-94.13,39.99,64,90,11.41,overcast clouds
646,Duluth,US,46.78,-92.11,-0.99,77,1,9.17,clear sky
647,Talara,PE,-4.58,-81.27,67.75,86,86,11.52,overcast clouds
648,Ossora,RU,59.24,163.07,7.11,93,100,7.67,overcast clouds
649,Kon Tum,VN,14.35,108.0,85.39,39,92,1.34,overcast clouds
650,Rundu,NA,-17.93,19.77,81.59,57,100,7.96,overcast clouds
651,Roros,NO,62.57,11.38,28.4,86,75,8.05,broken clouds
652,Kamyshlov,RU,56.84,62.71,-5.69,89,75,7.76,broken clouds
653,Katherine,AU,-14.47,132.27,91.4,59,91,6.93,overcast clouds
654,Venice,US,27.1,-82.45,62.6,82,90,13.87,overcast clouds
655,Ndele,CF,8.41,20.65,87.73,22,13,5.86,few clouds
656,Bowen,AU,-20.02,148.23,80.6,83,75,12.75,broken clouds
657,Bucerias,MX,20.75,-105.33,66.99,90,0,1.01,clear sky
658,Sioux Lookout,CA,50.1,-91.92,-5.8,83,40,6.93,scattered clouds
659,Flin Flon,CA,54.77,-101.86,4.68,95,94,4.7,overcast clouds
660,Charagua,BO,-19.8,-63.22,69.19,85,99,3.67,overcast clouds
661,Igrim,RU,63.19,64.42,-11.4,89,100,7.76,overcast clouds
662,Tiznit,MA,29.58,-9.5,50.34,86,77,4.12,broken clouds
663,Dehui,CN,44.53,125.7,-0.4,44,0,6.71,clear sky
664,Koutsouras,GR,35.03,25.95,59.0,71,4,11.43,clear sky
665,Sorong,ID,-0.88,131.25,84.18,74,100,7.0,overcast clouds
666,Daigo,JP,36.77,140.35,52.0,61,75,2.24,broken clouds
667,Chute-Aux-Outardes,CA,49.12,-68.4,35.6,94,90,25.28,overcast clouds
668,Villa Carlos Paz,AR,-31.42,-64.5,66.0,93,0,4.7,clear sky
669,Sabang,ID,5.89,95.32,82.02,79,45,14.05,light rain
670,Hargeysa,SO,9.56,44.06,70.0,68,39,13.8,scattered clouds
671,Bubaque,GW,11.28,-15.83,77.67,58,0,16.96,clear sky
672,Zlobin,HR,45.29,14.65,51.01,76,100,15.01,overcast clouds
673,Garden City,US,42.33,-83.33,28.4,73,90,9.17,overcast clouds
674,La Romana,DO,18.43,-68.97,73.4,88,40,7.74,scattered clouds
675,Altay,CN,47.87,88.12,10.9,70,0,2.86,clear sky
676,Kununurra,AU,-15.77,128.73,84.2,83,100,4.7,light rain
677,Tigil,RU,57.8,158.67,8.51,94,100,4.43,overcast clouds
678,Aksu,CN,41.12,80.26,29.82,79,41,2.26,scattered clouds
679,Magadi,IN,12.97,77.23,80.6,47,40,4.7,scattered clouds
680,Broome,US,42.25,-75.83,30.0,58,90,8.05,overcast clouds
681,Rio Grande,BR,-32.03,-52.1,66.99,95,0,6.73,clear sky
682,Mascote,BR,-15.56,-39.3,66.85,97,9,0.78,clear sky
683,Beni Mazar,EG,28.5,30.8,64.02,51,0,12.24,clear sky
684,Lafayette,US,30.23,-92.07,53.6,93,1,6.2,clear sky
685,Half Moon Bay,US,37.46,-122.43,48.2,93,1,4.7,clear sky
686,Vila,PT,42.03,-8.16,37.99,95,75,4.97,broken clouds
687,Gaogou,CN,34.02,119.19,25.0,97,100,22.08,light snow
688,Aksarka,RU,66.56,67.8,-12.08,89,100,10.56,overcast clouds
689,Zhaoyuan,CN,37.36,120.4,24.01,87,100,22.79,overcast clouds
690,Missoula,US,47.02,-113.8,15.8,100,1,2.75,clear sky
691,Asau,RO,46.43,26.4,37.0,87,0,7.23,clear sky
692,Grand-Lahou,CI,5.14,-5.02,78.91,87,41,6.4,scattered clouds
693,Dasoguz,TM,41.84,59.97,35.6,64,0,9.17,clear sky
694,Khurai,IN,24.04,78.33,69.13,27,0,4.79,clear sky
695,Salisbury,GB,51.07,-1.8,32.0,93,100,3.36,snow
696,De Aar,ZA,-30.65,24.01,88.25,32,7,22.17,clear sky
697,Asfi,MA,32.3,-9.24,56.86,74,11,10.63,few clouds
698,Mandal,IN,25.45,74.57,67.08,22,0,7.87,clear sky
